Flow ID,Src IP,Src Port,Dst IP,Dst Port,Timestamp,Tot Pkts,TotLen,VPN
131.202.240.150-131.202.244.5-16576-53-17,131.202.240.150,16576,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,198.0,0
131.202.240.150-131.202.244.5-38267-53-17,131.202.240.150,38267,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,198.0,0
103.7.29.12-131.202.240.150-0-0-0,103.7.29.12,0,131.202.240.150,0,02/04/2015 08:10:15 a.m.,2,0.0,0
131.202.240.150-131.202.244.5-51080-53-17,131.202.240.150,51080,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,120.0,0
117.185.27.12-131.202.240.150-0-0-0,117.185.27.12,0,131.202.240.150,0,02/04/2015 08:10:11 a.m.,2,0.0,0
203.205.176.12-131.202.240.150-0-0-0,203.205.176.12,0,131.202.240.150,0,02/04/2015 08:10:11 a.m.,2,0.0,0
131.202.240.150-131.202.244.5-7107-53-17,131.202.240.150,7107,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,233.0,0
203.205.148.12-131.202.240.150-0-0-0,203.205.148.12,0,131.202.240.150,0,02/04/2015 08:10:11 a.m.,2,0.0,0
131.202.240.150-131.202.6.3-37737-53-17,131.202.240.150,37737,131.202.6.3,53,02/04/2015 08:10:04 a.m.,2,198.0,0
203.205.160.15-131.202.240.150-0-0-0,203.205.160.15,0,131.202.240.150,0,02/04/2015 08:10:10 a.m.,2,0.0,0
203.205.136.100-131.202.240.150-0-0-0,203.205.136.100,0,131.202.240.150,0,02/04/2015 08:10:14 a.m.,2,0.0,0
131.202.240.150-131.202.244.5-21037-53-17,131.202.240.150,21037,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,233.0,0
131.202.240.150-131.202.244.5-34176-53-17,131.202.240.150,34176,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,120.0,0
131.202.240.150-131.202.244.5-12002-53-17,131.202.240.150,12002,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,233.0,0
131.202.240.150-131.202.244.5-37737-53-17,131.202.240.150,37737,131.202.244.5,53,02/04/2015 08:10:04 a.m.,2,198.0,0
131.202.240.150-131.202.244.5-25793-53-17,131.202.240.150,25793,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,120.0,0
202.55.10.11-131.202.240.150-0-0-0,202.55.10.11,0,131.202.240.150,0,02/04/2015 08:10:15 a.m.,2,0.0,0
131.202.240.150-131.202.244.5-26812-53-17,131.202.240.150,26812,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,198.0,0
131.202.240.150-131.202.244.5-55727-53-17,131.202.240.150,55727,131.202.244.5,53,02/04/2015 08:10:04 a.m.,2,120.0,0
182.254.234.94-131.202.240.150-0-0-0,182.254.234.94,0,131.202.240.150,0,02/04/2015 08:10:11 a.m.,2,0.0,0
131.202.240.150-131.202.244.5-5846-53-17,131.202.240.150,5846,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,198.0,0
131.202.240.150-131.202.244.5-9161-53-17,131.202.240.150,9161,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,233.0,0
131.202.240.150-131.202.244.3-37737-53-17,131.202.240.150,37737,131.202.244.3,53,02/04/2015 08:10:04 a.m.,2,198.0,0
45.113.68.12-131.202.240.150-0-0-0,45.113.68.12,0,131.202.240.150,0,02/04/2015 08:10:11 a.m.,2,0.0,0
131.202.240.150-131.202.244.5-30185-53-17,131.202.240.150,30185,131.202.244.5,53,02/04/2015 08:10:05 a.m.,2,120.0,0
131.202.240.150-131.202.240.72-44475-22-6,131.202.240.150,44475,131.202.240.72,22,02/04/2015 08:10:04 a.m.,71272,403897926.0,0
131.202.240.72-131.202.240.150-22-44475-6,131.202.240.72,22,131.202.240.150,44475,02/04/2015 08:10:15 a.m.,2,0.0,0
